Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Bengt,Andersson,Ringvägen 906,Göteborg,36980,Sverige,SE,19440629-0660,+46,075-364 61 12,1944-06-29,True
Anders,Gustafsson,Åkertorget 613,Skövde,24653,Sverige,SE,19671120-2412,+46,0969-67 74 97,1967-11-20,True
Maria,Bergström,Backtorget 5,Landskrona,59322,Sverige,SE,19901012-0820,+46,08-395 00 53,1990-10-12,True
Rita,Nguyen,Eideplassen 5E,Stinedal,9174,Norge,NO,19481110-6424,+47,44 50 75 56,1948-11-10,True
Jessica,Parker,Regina Groves 809,Jamesshire,44811,Danmark,DK,19601106-5055,+45,001-351-927-2486x174,1960-11-06,True
Ingrid,Möller,Backvägen 162,Karlskrona,16908,Sverige,SE,19430415-1817,+46,0001-996 35,1943-04-15,True
Tapio,Manninen,Vellikellonpolku 8,Veteli,63424,Finland,FI,19950514-127Y,+358,+358334662162,1995-05-14,True
Sonya,Sherman,Mendoza Trafficway 1626,Lanehaven,62360,Danmark,DK,19460805-7039,+45,716.417.7924x443,1946-08-05,True
Ashley,Martinez,Janice Land 6953,Richardsport,38127,Danmark,DK,19880928-4488,+45,958.831.9376x159,1988-09-28,True
Erik,Lundin,Järnvägsgatan 847,Karlstad,34978,Sverige,SE,19950206-3325,+46,082-76 19 87,1995-02-06,True
Mette,Berg,Andreassenekra 392,Sindrefoss,6946,Norge,NO,19590226-0480,+47,57 82 15 04,1959-02-26,False
Emily,Johnson,Love Parks 27836,North Michael,19972,Danmark,DK,19640214-2544,+45,2534574794,1964-02-14,True
Lillemor,Olsson,Strandgatan 9,Kristianstad,21431,Sverige,SE,19880419-6132,+46,+46 (0)57 89 13 69,1988-04-19,True
Ingeborg,Abrahamsson,Villatorget 8,Västerås,57226,Sverige,SE,19630820-7568,+46,+46 (0)94 30 41 63,1963-08-20,True
Elin,Gulbrandsen,Vikhagen 23,Mariemark,5912,Norge,NO,19700811-8469,+47,89 78 97 30,1970-08-11,True
Robin,Duran,Claire Estate 92089,West Jamesburgh,83068,Danmark,DK,19790117-0862,+45,001-893-971-4394x45157,1979-01-17,True
Johannes,Birkeland,Sivertsenhavna 445,Sandvik,0947,Norge,NO,19780325-5523,+47,63534703,1978-03-25,True
Gunnar,Vik,Jensenlyngen 2A,Johnstad,0829,Norge,NO,19800330-8076,+47,93 94 62 03,1980-03-30,True
Stefan,Haglund,Stortorget 4,Norrköping,10957,Sverige,SE,19800118-0553,+46,08-86 75 29,1980-01-18,True
Antero,Sillanpää,Damaskuksenkatu 11,Lapinlahti,30091,Finland,FI,19790717-7835,+358,+358655523800,1979-07-17,True
Hans,Norberg,Trädgårdsstigen 255,Landskrona,65448,Sverige,SE,19581007-4491,+46,+46 (0)894 514 86,1958-10-07,True
John,King,Holloway Lane 15795,West Steven,48788,Danmark,DK,19640517-7496,+45,+1-533-325-7440x7861,1964-05-17,True
Ingvar,Hansson,Fabriksgränd 127,Lidingö,64222,Sverige,SE,19690119-1079,+46,+46 (0)60 28 47 77,1969-01-19,True
Jeffrey,Castillo,Wanda Loaf 59851,Rodriguezchester,91444,Danmark,DK,19920213-0887,45,(878)514-0615x57820,1992-02-13,True
Martina,Karlsson,Björkgränd 203,Falun,79989,Sverige,SE,19470704-3999,+46,092-84 42 24,1947-07-04,True
Øystein,Ødegård,Tveitekra 2,Finnodden,4277,Norge,NO,19970509-0698,+47,21249791,1997-05-09,True
Finn,Johansen,Kristoffersensvingen 00,Linnfoss,2252,Norge,NO,19420409-2236,+47,98 26 10 04,1942-04-09,True
Hanna,Martinsen,Knutsenhagen 7,Nielsen,1451,Norge,NO,19580531-4388,+47,459 75 757,1958-05-31,True
Maria,Eriksson,Stationsgatan 919,Halmstad,26668,Sverige,SE,19720505-3318,+46,+46 (0)41 63 97 93,1972-05-05,True
Björn,Knutsson,Stationsgatan 0,Kristianstad,46823,Sverige,SE,19890417-8593,+46,+46 (0)027 272 34,1989-04-17,True
Kim,Knutsen,Liestykket 1,Arnesen,2205,Norge,NO,19981010-4388,+47,11 92 01 48,1998-10-10,True
Eva,Ekman,Järnvägsgränd 4,Sandviken,57595,Sverige,SE,19671206-9094,+46,08-88 46 10,1967-12-06,True
Britt,Carlsson,Strandtorget 024,Stockholm,19487,Sverigb,SE,19710217-7242,+46,08-422 21 99,1971-02-17,True
Dennis,Nielsen,Bryan Walk 5115,Scottport,07706,Danmark,DK,19830702-0017,+45,+1-965-958-0802,1983-07-02,True
Eveliina,Lindqvist,Agroksenkuja 66,Salla,98854,Finland,FI,19770930-234C,+358,+358 259108519,1977-09-30,True
Torill,Ellingsen,Ahmedstien 4,Isaksen,3079,Norge,NO,19580301-0441,+47,66239861,1958-03-01,True
Svein,Rasmussen,Mathisenberget 97,Fredrikfoss,5764,Norge,NO,19700113-2911,+47,998 22 236,1970-01-13,True
Olivia,Wallin,Skogsvägen 358,Umeå,22166,Sverige,SE,19520104-0560,+46,08-732 594 71,1952-01-04,True
Kristina,Hermansson,Industrigränd 933,Piteå,56384,Sverige,SE,19721008-9801,+46,043-64 00 45,1972-10-08,True
Josef,Eriksson,Kyrkogränd 54,Norrköping,94361,Sverige,SE,19960309-6330,+46,+46 (0)09 49 19 75,1996-03-09,True
Nancy,Price,David Glen 131,East Veronica,58945,Danmark,DK,19560903-4774,+45,8848864536,1956-09-03,True
Steven,Lester,Wilkerson Ways 066,South Nataliestad,53021,Danmark,DK,19490302-1823,+45,3668081844,1949-03-02,True
Maria,Eriksson,Stationsgränd 36,Örnsköldsvik,86911,Sverige,SE,19651122-6484,+46,028-97 20 72,1965-11-22,True
Matthew,King,Douglas Street 172,East Ashleyton,41261,Danmark,DK,19821026-8729,+45,001-455-835-8937x5113,1982-10-26,True
Irene,Stenberg,Ängsgränd 080,Landskrona,33609,Sverige,SE,19621029-4321,+46,0052-61 55 30,1962-10-29,True
Elise,Næss,Eriksenkroken 7,Jacobsen,5057,Norge,NO,19490503-5697,+47,93014299,1949-05-03,True
Tor,Solberg,Lundlia 8,Tovemark,7893,Norge,NO,19920817-3173,+47,46694123,1992-08-17,True
Astrid,Johnsen,Lienmoen 9,Aune,9455,Norge,NO,19980816-4955,+47,+47 59 94 55 95,1998-08-16,True
Kristian,Paulsen,Isaksenspranget 5,Tangen,8339,Norge,NO,19470815-6899,+47,33282701,1947-08-15,True
Adam,Cunningham,Kenneth Loaf 607,Lozanoside,39368,Danmark,DK,19790805-2756,+45,+1-864-215-2573x1515,1979-08-05,True
Leena,Tuominen,Uussillanbulevardi 157,Ylöjärvi,05065,Finland,FI,19481122-5047,+358,+358 92 5700464,1948-11-22,True
Elisabeth,Nilsson,Stationsgränd 67,Linköping,57089,Sverige,SE,19520419-7531,+46,08-141 28 38,1952-04-19,True
Anders,Ågren,Skogsvägen 41,Eskilstuna,96131,Sverige,SE,19491028-4087,+46,08-227 14 57,1949-10-28,True
Kjersti,Lund,Bakkenspranget 5,Sandvik,6929,Norge,NO,19521112-6901,+47,28 76 23 67,1952-11-12,True
Thomas,Andersen,Hellandgjerdet 7,Astriddal,9566,Norge,NO,19470831-6752,+47,+47 46 62 88 85,1947-08-31,True
Lennart,Jonsson,Skolstigen 96,Stockholm,60658,Sverige,SE,19470325-7333,+46,011-12 13 22,1947-03-25,True
Åke,Karlsson,Kyrkgränd 930,Linköping,86962,Sverige,SE,19440625-8009,+46,08-199 749 28,1944-06-25,True
Margaretha,Forsberg,Bäckstigen 1,Södertälje,16226,Sverige,SE,19651220-1544,+46,+46 (0)165 175 69,1965-12-20,True
Magnus,Haug,Lieekra 3F,Leneås,8170,Norge,NO,19900616-8866,+47,97 09 90 67,1990-06-16,True
Sigvard,Björk,Idrottsstigen 1,Linköping,28885,Sverige,SE,19870710-8189,+46,091-022 41 07,1987-07-10,True
Ingeborg,Andersson,Backgatan 253,Stockholm,21419,Sverige,SE,19780909-0059,+46,08-934 100 95,1978-09-09,True
Olle,Johansson,Ängsvägen 6,Landskrona,83534,Sverige,SE,19460413-1858,+46,08-932 721 63,1946-04-13,True
Siv,Strand,Eideåsen 1,Thorsen,1327,Norge,NO,19731109-1811,+47,437 05 477,1973-11-09,True
Ulrika,Hansen,Björktorget 2,Stockholm,76079,Finland,SE,19900524-6555,+46,0443-60 11 38,1990-05-24,True
Camilla,Madsen,Rasmussenstykket 2E,Johannesborg,6668,Norge,NO,19721104-6945,+47,07 40 78 96,1972-11-04,True
Robin,Eriksson,Björkgatan 35,Västerås,65273,Sverige,SE,20000209-5711,+46,+46 (0)027 446 96,2000-02-09,True
Magdalena,Abrahamsson,Kyrkovägen 9,Kalmar,14323,Sverige,SE,19461124-6215,+46,0941-59 65 32,1946-11-24,True
Lars,Jansson,Backgatan 6,Helsingborg,53155,Sverige,SE,19740825-9621,+46,0413-098 19,1974-08-25,True
Anna,Nilsson,Fabriksgatan 19,Trollhättan,42671,Sverige,SE,19800708-0552,+46,08-055 449 57,1980-07-08,True
Geir,Næss,Karlsenvollen 113,Knutsen,4794,Norge,NO,19790619-1878,+47,98631911,1979-06-19,True
Brandon,Navarro,Lisa Bypass 8143,Sophiamouth,45252,Danmark,DK,19901024-5203,+45,891.214.8582x55311,1990-10-24,True
Kristine,Aas,Haugenengen 2,Rolfsund,7331,Norge,NO,19940503-3624,+47,99632935,1994-05-03,True
Elisabet,Fransson,Industrigatan 262,Karlskrona,66945,Sverige,SE,19640307-4196,+46,+46 (0)8 590 904 59,1964-03-07,True
Margareta,Persson,Nygatan 0,Kristianstad,68746,Sverige,SE,19820517-5445,+46,08-049 872 05,1982-05-17,True
Mats,Karlsson,Skoltorget 72,Nyköping,73959,Sverige,SE,19430727-6618,+46,056-558 75 81,1943-07-27,True
Patrick,Hayes,Evans Spur 6476,Port Deniseville,50234,Danmark,DK,19480310-6210,+45,+1-822-603-9695,1948-03-10,False
Anders,Andersson,Fabriksgatan 055,Lund,95695,Sverige,SE,19911113-0198,+46,08-06 63 21,1991-11-13,True
Karl,Sundqvist,Aspgatan 793,Jönköping,66096,Sverige,SE,19890520-4710,+46,0051-31 33 46,1989-05-20,True
Britt,Nilsson,Skolgränd 2,Lidköping,49142,Sverige,SE,19770915-0140,+46,+46 (0)93 45 98 46,1977-09-15,True
Tom,Sørensen,Hauglandgata 73,Strand,5282,Norge,NO,19590612-2204,+47,93883016,1959-06-12,True
Asta,Andersson,Åkergatan 981,Ängelholm,32093,Sverige,SE,19690108-3462,+46,+46 (0)506 298 72,1969-01-08,True
Staffan,Andersson,Kvarngatan 41,Borlänge,52445,Sverige,SE,19420403-7694,+46,0647-70 10 76,1942-04-03,True
Emma,Eklund,Kyrktorget 09,Sundsvall,53311,Sverige,SE,19990515-1367,+46,+46 (0)658 662 02,1999-05-15,True
Martin,Ohlsson,Ekstigen 06,Falun,38902,Sverige,SE,19990720-0745,+46,+46 (0)172 032 04,1999-07-20,True
Ingegerd,Karlsson,Skolvägen 4,Örebro,33270,Sverige,SE,20001224-3502,+46,0375-28 52 81,2000-12-24,True
Marianne,Lundberg,Genvägen 2,Alingsås,76916,Sverige,SE,19970504-6442,+46,019-99 86 97,1997-05-04,True
Ellen,Jakobsen,Amundsenhøgda 5,Jennyberg,2600,Norge,NO,19550627-3082,+47,10 41 91 42,1955-06-27,True
Trond,Jenssen,Lievika 061,Bakken,5652,Norge,NO,19480228-0872,+47,09882173,1948-02-28,True
Robin,Larsson,Industristigen 062,Växjö,61073,Sverige,SE,19951022-1643,+46,+46 (0)8 223 014 39,1995-10-22,True
Karin,Carlsson,Genstigen 7,Borlänge,99933,Sverige,SE,19560927-3148,+46,0656-50 93 70,1956-09-27,True
Nils,Andersson,Parktorget 54,Gävle,30888,Sverige,SE,19470614-0926,+46,+46 (0)8 048 366 00,1947-06-14,True
Elisabeth,Danielsson,Kyrkotorget 042,Lidköping,45311,Sverige,SE,19810114-1735,+46,069-69 15 38,1981-01-14,True
Christina,Lindholm,Villagränd 6,Trelleborg,25952,Sverige,SE,19760607-5331,+46,+46 (0)8 170 086 06,1976-06-07,True
Stian,Hansen,Amundsenskogen 9,Aune,4459,Norge,NO,19840930-4885,+47,44901905,1984-09-30,True
Esko,Peltola,Adolf Lindforsin kuja 03,Toivakka,59218,Finland,FI,19740630-3586,+358,042 766 2381,1974-06-30,True
Robert,Malone,Lucas Place 602,Lake Lisa,36407,Danmark,DK,19830922-5644,+45,(687)353-6243x6849,1983-09-22,True
Lars,Andersson,Kvarngränd 1,Mölndal,65293,Sverige,SE,19700512-1884,+46,034-69 71 85,1970-05-12,True
Ida,Eriksson,Åkergatan 3,Lidingö,57835,Sverige,SE,19501024-7653,+46,+46 (0)8 083 316 01,1950-10-24,True
Maria,Karjalainen,Veräjämäenpolku 4,Enonkoski,13326,Finland,FI,19500520-277Y,+358,+358 42 6605242,1950-05-20,True
Signe,Andersson,Skolstigen 786,Skövde,19286,Sverige,SE,19620130-9551,+46,+46 (0)258 319 25,1962-01-30,True
Olof,Carlsson,Ringvägen 517,Södertälje,54752,Sverige,SE,19620113-6952,+46,0523-264 59,1962-01-13,True
Anton,Eriksson,Skogsgatan 40,Motala,46840,Sverige,SE,19660307-6574,+46,0818-198 89,1966-03-07,True
Eli,Berge,Aasskogen 632,Johansjøen,6859,Norge,NO,19480629-7047,+47,66 41 76 51,1948-06-29,True
Tracy,Reed,Matthews Run 2682,Smithfurt,56708,Danmark,DK,19760305-3890,+45,001-570-304-9999x0754,1976-03-05,True
Kristin,Johnsen,Hagenkollen 76A,Benteberg,7005,Norge,NO,19731104-6588,+47,33 69 78 54,1973-11-04,True
Per,Karlsson,Furugatan 20,Västerås,77536,Sverige,SE,19970928-7855,+46,091-248 35 68,1997-09-28,True
Terttu,Lähteenmäki,Yrjönbulevardi 051,Janakkala,85333,Finland,FI,19460101-855S,+358,045 200 7689,1946-01-01,True
Erik,Eliassen,Mikkelsenkroken 85H,Danielsen,3509,Norge,NO,19520621-7666,+47,04 09 28 03,1952-06-21,True
Maria,Norman,Furugränd 50,Stockholm,46382,Sverige,SE,19640618-4130,+46,+46 (0)612 657 15,1964-06-18,True
Evert,Carlsson,Åkergränd 487,Göteborg,83284,Sverige,SE,19871125-1621,+45,08-642 301 12,1987-11-25,True
Ida,Rossi,Jännepolku 1,Enonkoski,21230,Finland,FI,19920620-2173,+358,+358 337885123,1992-06-20,True
Jenny,Gustafsson,Nygränd 55,Eskilstuna,26130,Sverige,SE,19781203-3598,+46,0797-59 78 16,1978-12-03,True
Barbro,Johansson,Ekgatan 6,Kristianstad,67696,Sverige,SE,19960412-7292,+46,0824-569 78,1996-04-12,True
Viivi,Nurmi,Winqvistinkatu 158,Föglö,30422,Finland,FI,19690711-407K,+358,(+358) 398272321,1969-07-11,True
Jonathan,Andersson,Bäckstigen 09,Kalmar,16071,Sverige,SE,19930611-9178,+46,0781-27 56 87,1993-06-11,True
Leslie,Bennett,Black Junction 32343,North April,56767,Danmark,DK,19521104-7174,+45,+1-510-250-3217,1952-11-04,True
Mona,Mattsson,Villavägen 4,Gävle,64262,Sverige,SE,19530512-0447,+46,08-644 52 16,1953-05-12,True
Elisabeth,Magnusson,Björkstigen 51,Örnsköldsvik,60412,Sverige,SE,19810921-4425,+46,043-97 69 05,1981-09-21,True
Janne,Laitinen,Tyynelänkuja 938,Vantaa,27044,Finland,FI,19960412-8089,+358,(+358) 849744819,1996-04-12,True
Silje,Holm,Johnsensvingen 8D,Lien,7717,Norge,NO,19970113-0493,+47,98768741,1997-01-13,True
Håkan,Ljungberg,Backtorget 00,Halmstad,43597,Sverige,SE,19400501-6990,+46,+46 (0)8 912 272 46,1940-05-01,True
Joseph,Stevens,Ferrell Place 106,North Adam,11545,Danmark,DK,19570924-5858,45,(681)547-5074x486,1957-09-24,True
Elisabet,Johansson,Björkvägen 132,Borlänge,79036,Sverige,SE,19880614-0085,+46,08-356 60 85,1988-06-14,True
Christian,Jakobsen,Thomassenlyngen 84,Hagen,3536,Norge,NO,19770702-7069,+47,+4767190533,1977-07-02,True
Andreas,Jakobsen,Sørensengrenda 2,Isaksen,6769,Norge,NO,19890906-4112,+47,68813346,1989-09-06,True
Helena,Linna,Birger Kaipiaisen bulevardi 524,Lapinlahti,97279,Finland,FI,19630214-0090,+358,+358 747195653,1963-02-14,True
Leif,Petersson,Åkergatan 08,Lund,45311,Sverige,SE,19830905-5713,+46,08-366 88 11,1983-09-05,True
Rebecca,Bäckström,Skolgränd 672,Nyköping,90988,Sverige,SE,19780315-6753,+46,0579-686 92,1978-03-15,True
Jessica,Nilsson,Industrigatan 00,Landskrona,83228,Sverige,SE,19600621-9169,+46,+46 (0)548 643 90,1960-06-21,True
Trine,Johansen,Ruudbråten 78B,Svendsen,9444,Norge,NO,19540425-1575,+47,+47 36 36 01 38,1954-04-25,True
Margareta,Persson,Stationstorget 845,Örnsköldsvik,28095,Sverige,SE,19450304-6634,+46,071-391 31 13,1945-03-04,True
Alexander,Johansson,Stationsgatan 67,Kristianstad,40045,Sverige,SE,19510528-4768,+46,0392-236 33,1951-05-28,True
Inga,Eklund,Järnvägsvägen 802,Halmstad,60606,Sverige,SE,19620115-7863,+46,054-090 13 21,1962-01-15,True
Finn,Lunde,Simonsentoppen 9,Ingridvik,8722,Norge,NO,19730303-3480,+47,07 98 92 12,1973-03-03,True
Torbjørn,Iversen,Ahmedgjerdet 74,Hannemark,6403,Norge,NO,19730313-7504,+47,+4725150245,1973-03-13,True
Jan,Lind,Backgatan 858,Kristianstad,68690,Sverige,SE,19420823-3506,+46,082-03 67 72,1942-08-23,False
Gunnar,Amundsen,Brekkebakken 8A,Maystad,7454,Norge,NO,19410511-0681,+47,928 01 381,1941-05-11,True
Einar,Sivertsen,Halvorsenmyra 8,Ruthby,1473,Norge,NO,19491228-4891,+47,+4743483502,1949-12-28,True
Annikki,Marttila,Maapadonkatu 6,Hartola,41711,Finland,FI,19910421-3150,+358,0783604365,1991-04-21,True
Rolf,Samuelsson,Strandgränd 54,Jönköping,82165,Sverige,SE,19890508-9260,+46,08-22 97 26,1989-05-08,True
Sarah,Cohen,Jeffrey Parkways 739,Michaelberg,73927,Danmark,DK,19441130-3288,+45,846.344.0197x3170,1944-11-30,True
Hanne,Haugland,Ruudringen 9,Svendsen,4802,Norge,NO,19500424-8428,+47,941 64 670,1950-04-24,True
Rita,Johansen,Sørensenstien 3,Annadal,7544,Norge,NO,19770630-5912,+47,+4754053570,1977-06-30,True
Silje,Halvorsen,Tangengata 58E,Marenvik,9115,Norge,NO,19521128-1930,+47,98704006,1952-11-28,True
Ingemar,Göransson,Skolgatan 19,Landskrona,90001,Sverige,SE,19410912-7817,+46,027-143 46 13,1941-09-12,True
Staffan,Jakobsson,Nystigen 69,Östersund,82055,Sverige,SE,19950204-9844,+46,0497-68 98 85,1995-02-04,True
Grethe,Nilsen,Vikskrenten 219,Aasen,9479,Norge,NO,19421011-1320,+47,94873902,1942-10-11,True
Jørgen,Eliassen,Abrahamsenbråten 10H,Grethestrøm,2914,Norge,NO,19460810-0698,+47,04 72 94 15,1946-08-10,True
Marita,Arvidsson,Industritorget 2,Södertälje,99699,Sverige,SE,19971127-9121,+46,+46 (0)8 603 544 00,1997-11-27,True
Solveig,Lundmark,Furugränd 262,Kalmar,91140,Sverige,SE,19550702-6036,+46,+46 (0)42 95 11 87,1955-07-02,True
Mats,Ljung,Parkvägen 7,Varberg,70907,Sverige,SE,19561029-6548,+46,+46 (0)003 719 84,1956-10-29,True
Nancy,Davenport,Kyle Ramp 38661,East Anthony,96399,Danmark,DK,19530720-3812,+45,(838)287-1522x6095,1953-07-20,True
Urban,Karlsson,Ringstigen 40,Landskrona,37763,Sverige,SE,19860101-4397,+46,+46 (0)87 82 99 57,1986-01-01,True
Knut,Hansen,Evensenhagen 8,Knutstrand,9151,Norge,NO,19410124-4628,+47,993 68 103,1941-01-24,True
Steinar,Myhre,Rasmussenhagen 93,Julieborg,4926,Norge,NO,19800510-6441,+47,434 54 418,1980-05-10,True
Simen,Andreassen,Iversengrenda 8B,Engen,4528,Norge,NO,19430215-3259,+47,+47 23 74 37 83,1943-02-15,True
Christina,Nilsson,Skolvägen 363,Örebro,71141,Sverige,SE,19510701-5864,+46,+46 (0)176 531 57,1951-07-01,True
Arne,Ødegård,Strandlyngen 5,Danielsen,7178,Norge,NO,19670618-9940,+47,+4791349702,1967-06-18,True
Andreas,Johansson,Furustigen 04,Karlskoga,97489,Sverige,SE,19740318-2976,+46,045-62 94 89,1974-03-18,True
Ann,Rasmussen,Christensengrenda 03,Moe,5927,Norge,NO,19551027-0915,+47,994 08 653,1955-10-27,True
Carina,Moberg,Åkervägen 53,Växjö,11389,Sverige,SE,19431021-3509,+46,048-499 86 68,1943-10-21,True
Anders,Hellström,Industrigatan 4,Umeå,61251,Sverige,SE,19890516-6029,+46,090-82 10 67,1989-05-16,True
Tiffany,Thomas,Williams Walk 1599,Williamsmouth,77615,Danmark,DK,19850506-0604,+45,+1-782-316-7061x38481,1985-05-06,True
Inger,Johansson,Grangatan 6,Södertälje,18314,Sverige,SE,19410331-0031,+46,08-458 998 12,1941-03-31,True
Berit,Wikström,Strandstigen 308,Södertälje,40470,Sverige,SE,19620523-8450,+46,+46 (0)483 069 49,1962-05-23,True
Camilla,Sandvik,Hanssenstranda 8,Paulsen,6923,Norge,NO,19710513-0026,+47,90501248,1971-05-13,True
Kristina,Karlsson,Fabriksgatan 91,Jönköping,48371,Sverige,SE,19570216-2581,+46,+46 (0)8 085 252 13,1957-02-16,True
Olof,Ståhl,Backgränd 1,Lidköping,55302,Finland,SE,19500211-7006,+46,+46 (0)17 85 74 25,1950-02-11,True
Peter,Magnusson,Ektorget 86,Trelleborg,41539,Sverige,SE,19650426-3535,+46,023-19 65 33,1965-04-26,True
Tor,Myklebust,Eriksenhaugen 3,Andreassen,1043,Norge,NO,19930118-6198,+47,965 94 167,1993-01-18,True
Svea,Karlsson,Backvägen 4,Alingsås,72873,Sverige,SE,19500630-5771,+46,+46 (0)91 93 70 13,1950-06-30,True
Sari,Kallio,Nelikkokatu 501,Maalahti,49719,Finland,FI,19680530-028W,+358,+358 26 6559524,1968-05-30,True
Josefine,Olofsson,Ekvägen 120,Örebro,49586,Sverige,SE,19801106-3997,+46,039-094 17 92,1980-11-06,True
Benjamin,Mccoy,Jeffery Orchard 952,Lake Matthewtown,29586,Danmark,DK,19461218-1398,+45,430.361.2559,1946-12-18,True
Viktoria,Nord,Nygränd 200,Karlskoga,89112,Sverige,SE,19430818-0212,+46,+46 (0)8 118 860 07,1943-08-18,True
Vidar,Myhre,Sørensenstykket 40,Lie,3278,Norge,NO,19610213-6466,+47,47115098,1961-02-13,True
Tommy,Carlsson,Parkstigen 32,Göteborg,98327,Sverige,SE,19410404-6891,+46,+46 (0)04 76 22 77,1941-04-04,True
Anna,Johansson,Nyvägen 449,Växjö,13481,Sverige,SE,19580616-0928,+46,08-015 27 08,1958-06-16,True
Petter,Bakke,Simonsenmoen 3,Jorunnodden,3891,Norge,NO,19600212-8097,+47,983 48 195,1960-02-12,True
Ola,Johansen,Liehaugen 8B,Sørensen,3777,Norge,NO,19691130-8147,+47,25 25 55 44,1969-11-30,True
Mari,Magnusson,Skolgatan 885,Karlskoga,76617,Sverige,SE,19670404-3956,+46,097-621 74 01,1967-04-04,True
Linda,Holmberg,Backstigen 5,Karlstad,89644,Sverige,SE,19720426-0937,+46,0262-076 96,1972-04-26,True
Vidar,Ruud,Martinsenskrenten 6B,Danielsen,8485,Norge,NO,19920212-5199,+47,+4757881872,1992-02-12,True
Siv,Mikkelsen,Alitoppen 934,Eivindås,6066,Norge,NO,19780109-0450,+47,431 57 267,1978-01-09,True
Thor,Ellingsen,Hanssengropa 9,Åsedal,5306,Norge,NO,19510329-0082,+47,05644081,1951-03-29,True
Kjell,Wallin,Parkgränd 16,Falun,59517,Sverige,SE,19481208-1539,+46,040-391 61 02,1948-12-08,True
Viola,Johansson,Kvarngatan 166,Örebro,13454,Sverige,SE,19631027-0841,+46,08-061 798 43,1963-10-27,True
Stephen,Lindsey,Jessica Grove 721,West Peterberg,21632,Danmark,DK,19740723-6788,+45,001-282-304-2718x1381,1974-07-23,True
Mari,Andersson,Skolstigen 917,Landskrona,18220,Sverige,SE,19760424-6579,+46,+46 (0)8 065 576 39,1976-04-24,True
Erin,Ross,Kristina Camp 109,Greenport,06447,Danmark,DK,19870722-4639,+45,001-664-841-9790,1987-07-22,True
Tonje,Karlsen,Andersentunet 59,Simenstad,8255,Norge,NO,19611208-2393,+47,+47 27 80 57 51,1961-12-08,True
Caroline,Olsson,Parkgatan 17,Karlskrona,26264,Sverige,SE,19551212-8315,+46,08-416 171 95,1955-12-12,True
Latoya,Contreras,Brandon Courts 92711,East Terri,26611,Danmark,DK,19620721-4475,+45,955-688-7309,1962-07-21,True
Linda,Öberg,Genvägen 6,Linköping,54693,Sverige,SE,19480524-5295,+45,08-422 880 99,1948-05-24,True
Emil,Haug,Jenssenåsen 95,Edvardsen,2774,Norge,NO,19500829-7822,+47,974 15 927,1950-08-29,True
Jessica,Hawkins,Jonathan Mall 4208,Kathyborough,67449,Danmark,DK,19690916-2420,+45,(393)804-5808,1969-09-16,True
Inger,Holmgren,Parkgatan 351,Sundsvall,21667,Sverige,SE,19890425-4894,+46,08-568 70 95,1989-04-25,True
Alison,Byrd,Bethany Extension 483,North Kimberlyfort,38376,Danmark,DK,19480223-3544,+45,234.986.8440,1948-02-23,True
Leena,Jalonen,Ylipalonbulevardi 8,Paimio,41827,Finland,FI,19470324-8621,+358,(+358) 699972838,1947-03-24,True
Jan,Eriksson,Nygatan 61,Östersund,45024,Sverige,SE,19431010-0631,+46,08-23 66 73,1943-10-10,True
Helena,Persson,Ängsvägen 53,Lidingö,35778,Sverige,SE,19920713-2219,+46,08-995 49 51,1992-07-13,True
Vegard,Birkeland,Strandtoppen 3,Hegesand,0124,Norge,NO,19620415-6035,+47,442 14 502,1962-04-15,True
Maria,Karlsson,Skoltorget 977,Falun,39845,Sverige,SE,19811103-2170,+46,08-147 02 11,1981-11-03,True
Lauren,Riggs,Phillips Shoals 345,Robertstad,93807,Danmark,DK,19890418-8014,+45,753.253.7219x6542,1989-04-18,True
Lasse,Seppänen,Haaksitie 59,Teuva,08452,Finland,FI,19501007-017R,+358,(+358) 752347202,1950-10-07,True
Britta,Johansson,Idrottstorget 0,Kristianstad,42720,Sverige,SE,19860608-9649,+46,0388-29 15 92,1986-06-08,True
Synnøve,Vik,Andersenlyngen 3B,Turidsjøen,3249,Norge,NO,19600517-7601,+47,79 97 60 66,1960-05-17,True
Göran,Ivarsson,Kyrkvägen 33,Piteå,65393,Sverige,SE,19610223-4910,+46,08-549 012 16,1961-02-23,True
Greta,Johansson,Parkstigen 7,Jönköping,39680,Sverige,SE,19490407-4794,+46,040-742 13 24,1949-04-07,True
Ulf,Jonsson,Ringgränd 89,Landskrona,24956,Sverige,SE,19831001-0506,+46,08-682 29 80,1983-10-01,True
Kenneth,Björk,Granvägen 57,Växjö,59418,Sverige,SE,19750621-2553,+358,08-623 545 05,1975-06-21,True
Karen,Diaz,Franklin Union 8398,Lake James,10385,Danmark,DK,19910216-6594,+45,378-374-4511,1991-02-16,True
Hugo,Olsson,Björkvägen 286,Malmö,20070,Sverige,SE,19640116-9736,+46,+46 (0)00 51 74 30,1964-01-16,True
Bertil,Höglund,Industrigränd 068,Karlskrona,96029,Sverige,SE,19930316-4755,+46,+46 (0)8 725 285 63,1993-03-16,True
Lennart,Sundberg,Nyvägen 8,Trelleborg,82059,Sverige,SE,19520301-0543,+46,+46 (0)668 901 98,1952-03-01,True
